Preço
160000.0
160000.0
310000.0
1350000.0
529000.0
430000.0
1800000.0
1010000.0
730000.0
480000.0
1100000.0
520000.0
950000.0
280000.0
164000.0
170000.0
300000.0
380000.0
460000.0
685000.0
350000.0
310000.0
460000.0
2317654.38
360000.0
3695000.0
195000.0
500000.0
249000.0
1833000.0
220000.0
1400000.0
1100000.0
800000.0
490000.0
999999.99
5500000.0
2950000.0
700000.0
440000.0
800000.0
595000.0
765000.0
400000.0
265000.0
845000.0
1650000.0
895000.0
1852000.0
215000.0
1299000.0
450000.0
220000.0
730000.0
480000.0
1100000.0
520000.0
950000.0
280000.0
164000.0
170000.0
300000.0
380000.0
460000.0
685000.0
350000.0
310000.0
460000.0
2317654.38
360000.0
3695000.0
195000.0
500000.0
460000.0
685000.0
350000.0
310000.0
460000.0
2317654.38
360000.0
3695000.0
195000.0
500000.0
249000.0
1833000.0
220000.0
1400000.0
1100000.0
800000.0
490000.0
999999.99
5500000.0
249000.0
1833000.0
220000.0
1400000.0
1100000.0
800000.0
490000.0
999999.99
5500000.0
2950000.0
700000.0
440000.0
800000.0
595000.0
765000.0
400000.0
265000.0
2950000.0
700000.0
440000.0
800000.0
595000.0
765000.0
400000.0
265000.0
845000.0
1650000.0
895000.0
1852000.0
215000.0
1299000.0
450000.0
220000.0
845000.0
1650000.0
895000.0
1852000.0
215000.0
1299000.0
450000.0
220000.0
300000.0
900000.0
790000.0
750000.0
255000.0
210000.0
800000.0
2800000.0
3918121.0
690000.0
300000.0
900000.0
790000.0
750000.0
255000.0
210000.0
800000.0
2800000.0
3918121.0
690000.0
785000.0
950000.0
999070.0
1299000.0
760000.0
610000.0
1400000.0
2300000.0
339000.0
1400000.0
785000.0
950000.0
999070.0
1299000.0
760000.0
610000.0
1400000.0
2300000.0
339000.0
1400000.0
1500000.0
1595900.0
1290000.0
700000.0
770000.0
1590000.0
756000.0
800000.0
265000.0
1500000.0
1595900.0
1290000.0
700000.0
770000.0
1590000.0
756000.0
800000.0
265000.0
900000.0
1050000.0
4290000.0
281190.0
1200000.0
2300000.0
5000000.0
958000.0
800000.0
